날짜,내용,금액,카테고리,결제수단,구분
2024-06-15,고속버스,3200,교통,지역화폐,변동비
2024-06-16,CU 편의점,8000,식비,삼성카드,변동비
2024-06-17,BBQ 치킨,27500,식비,삼성카드,변동비
2024-06-17,김밥천국,8900,식비,토스공유카드1,변동비
2024-06-17,버거킹,16100,식비,토스공유카드2,변동비
2024-06-18,BBQ 치킨,700,식비,토스공유카드2,변동비
2024-06-19,배달의민족,15700,식비,삼성카드,변동비
2024-06-19,중앙시장,20100,전통시장,지역화폐,변동비
2024-06-19,시내버스,10500,교통,신한체크카드,변동비
2024-06-20,CU 편의점,12400,식비,토스공유카드2,변동비
2024-06-20,시내버스,15400,교통,토스공유카드1,변동비
2024-06-21,스타벅스,20600,식비,롯데카드,변동비
2024-06-22,배달의민족,8600,식비,롯데카드,변동비
2024-06-22,투썸플레이스,19400,식비,롯데카드,변동비
2024-06-22,중앙시장,32700,전통시장,토스공유카드2,변동비
2024-06-23,BBQ 치킨,12300,식비,토스공유카드2,변동비
2024-06-23,배달의민족,12000,식비,롯데카드,변동비
2024-06-23,지하철,1800,교통,신한체크카드,변동비
2024-06-23,시내버스,7900,교통,지역화폐,변동비
2024-06-24,스타벅스,13600,식비,토스공유카드1,변동비
2024-06-24,CU 편의점,22700,식비,토스공유카드1,변동비
2024-06-24,투썸플레이스,28600,식비,토스공유카드2,변동비
2024-06-25,맘스터치,21400,식비,롯데카드,변동비
2024-06-25,맘스터치,7400,식비,토스공유카드2,변동비
2024-06-25,이마트,71600,마트,토스공유카드1,변동비
2024-06-25,SK주유소,5800,교통,지역화폐,변동비
2024-06-26,배달의민족,8000,식비,삼성카드,변동비
2024-06-26,김밥천국,21700,식비,토스공유카드2,변동비
2024-06-26,카카오 택시,4400,교통,토스공유카드1,변동비
2024-06-27,배달의민족,18900,식비,롯데카드,변동비
2024-06-27,SK주유소,15000,교통,지역화폐,변동비
2024-06-28,김밥천국,600,식비,토스공유카드1,변동비
2024-06-28,지하철,4800,교통,토스공유카드1,변동비
2024-06-29,CU 편의점,20100,식비,롯데카드,변동비
2024-06-29,CU 편의점,15500,식비,토스공유카드2,변동비
2024-06-29,SK주유소,4300,교통,신한체크카드,변동비
2024-06-30,투썸플레이스,13400,식비,롯데카드,변동비
2024-07-01,상하수도 요금,18600,공과금,신한체크카드,고정비
2024-07-01,주택담보대출 이자,411000,대출이자,신한체크카드,고정비
2024-07-01,관리실 주차비,37300,주거,신한체크카드,고정비
2024-07-01,넷플릭스 구독,10300,문화/여가,삼성카드,변동비
2024-07-01,BBQ 치킨,15900,식비,삼성카드,변동비
2024-07-01,BBQ 치킨,17700,식비,토스공유카드2,변동비
2024-07-01,카카오 택시,10100,교통,신한체크카드,변동비
2024-07-01,카카오 택시,1200,교통,토스공유카드1,변동비
2024-07-02,스타벅스,18500,식비,토스공유카드1,변동비
2024-07-02,CU 편의점,4400,식비,토스공유카드2,변동비
2024-07-02,CU 편의점,6500,식비,삼성카드,변동비
2024-07-03,아파트 관리비,234500,관리비,지역화폐,고정비
2024-07-03,한전 전기요금,105000,전기요금,지역화폐,고정비
2024-07-03,도시가스 요금,42300,가스요금,지역화폐,고정비
2024-07-03,약국,29700,의료,신한체크카드,변동비
2024-07-03,BBQ 치킨,25000,식비,토스공유카드1,변동비
2024-07-03,투썸플레이스,10500,식비,토스공유카드1,변동비
2024-07-03,가족 여행 숙박,557100,문화/여가,롯데카드,변동비
2024-07-04,SKT 휴대폰,101100,통신비,삼성카드,고정비
2024-07-04,스타벅스,9300,식비,토스공유카드2,변동비
2024-07-04,지하철,3400,교통,신한체크카드,변동비
2024-07-05,스타벅스,9500,식비,삼성카드,변동비
2024-07-05,투썸플레이스,9100,식비,토스공유카드2,변동비
2024-07-05,노브랜드,32900,마트,토스공유카드1,변동비
2024-07-05,SK주유소,8500,교통,토스공유카드1,변동비
2024-07-05,지하철,9000,교통,토스공유카드1,변동비
2024-07-06,맘스터치,6600,식비,롯데카드,변동비
2024-07-06,고속버스,19000,교통,토스공유카드1,변동비
2024-07-07,CU 편의점,18500,식비,토스공유카드2,변동비
2024-07-07,맘스터치,18400,식비,삼성카드,변동비
2024-07-07,고속버스,8200,교통,토스공유카드1,변동비
2024-07-08,CU 편의점,21000,식비,토스공유카드1,변동비
2024-07-09,스타벅스,12900,식비,토스공유카드1,변동비
2024-07-09,버거킹,6200,식비,토스공유카드2,변동비
2024-07-09,CU 편의점,23200,식비,토스공유카드2,변동비
2024-07-09,롯데마트,49100,마트,토스공유카드1,변동비
2024-07-09,지하철,11100,교통,토스공유카드1,변동비
2024-07-09,시내버스,13900,교통,토스공유카드1,변동비
2024-07-10,스타벅스,8100,식비,토스공유카드1,변동비
2024-07-11,스타벅스,17000,식비,토스공유카드2,변동비
2024-07-11,노브랜드,91700,마트,롯데카드,변동비
2024-07-11,지하철,7200,교통,토스공유카드1,변동비
2024-07-12,맘스터치,8400,식비,롯데카드,변동비
2024-07-12,스타벅스,9900,식비,롯데카드,변동비
2024-07-12,카카오 택시,10000,교통,토스공유카드1,변동비
2024-07-13,투썸플레이스,7500,식비,토스공유카드2,변동비
2024-07-13,카카오 택시,6100,교통,토스공유카드1,변동비
2024-07-14,스타벅스,11000,식비,롯데카드,변동비
2024-07-14,SK주유소,10700,교통,토스공유카드1,변동비
2024-07-15,시내버스,3600,교통,지역화폐,변동비
2024-07-16,BBQ 치킨,10300,식비,롯데카드,변동비
2024-07-16,시내버스,12100,교통,토스공유카드1,변동비
2024-07-17,투썸플레이스,500,식비,토스공유카드2,변동비
2024-07-17,투썸플레이스,11100,식비,삼성카드,변동비
2024-07-17,이마트,31800,마트,롯데카드,변동비
2024-07-18,스타벅스,14700,식비,토스공유카드2,변동비
2024-07-19,CU 편의점,4100,식비,롯데카드,변동비
2024-07-19,BBQ 치킨,500,식비,롯데카드,변동비
2024-07-20,배달의민족,6900,식비,토스공유카드2,변동비
2024-07-20,버거킹,5500,식비,토스공유카드2,변동비
2024-07-20,시내버스,14000,교통,토스공유카드1,변동비
2024-07-20,고속버스,5000,교통,토스공유카드1,변동비
2024-07-21,스타벅스,500,식비,삼성카드,변동비
2024-07-21,김밥천국,17900,식비,토스공유카드1,변동비
2024-07-22,버거킹,1300,식비,토스공유카드1,변동비
2024-07-22,버거킹,21000,식비,롯데카드,변동비
2024-07-22,스타벅스,10500,식비,토스공유카드2,변동비
2024-07-22,시내버스,7400,교통,지역화폐,변동비
2024-07-22,카카오 택시,6000,교통,지역화폐,변동비
2024-07-23,투썸플레이스,3800,식비,토스공유카드1,변동비
2024-07-23,투썸플레이스,13600,식비,토스공유카드2,변동비
2024-07-23,지하철,2500,교통,토스공유카드1,변동비
2024-07-23,카카오 택시,11800,교통,신한체크카드,변동비
2024-07-24,CU 편의점,700,식비,롯데카드,변동비
2024-07-24,BBQ 치킨,6000,식비,토스공유카드1,변동비
2024-07-24,맘스터치,15000,식비,토스공유카드2,변동비
2024-07-25,스타벅스,6200,식비,토스공유카드2,변동비
2024-07-25,지하철,13700,교통,신한체크카드,변동비
2024-07-26,SK주유소,12100,교통,지역화폐,변동비
2024-07-27,스타벅스,17400,식비,토스공유카드1,변동비
2024-07-27,맘스터치,9000,식비,토스공유카드1,변동비
2024-07-27,버거킹,22000,식비,삼성카드,변동비
2024-07-27,코스트코,76300,마트,토스공유카드1,변동비
2024-07-28,맘스터치,21000,식비,삼성카드,변동비
2024-07-28,김밥천국,13100,식비,토스공유카드2,변동비
2024-07-28,코스트코,88500,마트,삼성카드,변동비
2024-07-28,시내버스,500,교통,신한체크카드,변동비
2024-07-29,카카오 택시,12500,교통,지역화폐,변동비
2024-07-30,스타벅스,22200,식비,롯데카드,변동비
2024-07-30,배달의민족,9800,식비,토스공유카드1,변동비
2024-07-31,BBQ 치킨,10300,식비,삼성카드,변동비
2024-07-31,이마트,66200,마트,토스공유카드1,변동비
2024-07-31,카카오 택시,9600,교통,지역화폐,변동비
2024-07-31,시내버스,7700,교통,토스공유카드1,변동비
2024-08-01,도시가스 요금,55400,가스요금,신한체크카드,고정비
2024-08-01,CGV,27100,문화/여가,삼성카드,변동비
2024-08-01,유니클로,9800,의류/미용,삼성카드,변동비
2024-08-01,스타벅스,12600,식비,토스공유카드1,변동비
2024-08-01,맘스터치,9900,식비,삼성카드,변동비
2024-08-02,SKT 휴대폰,92500,통신비,신한체크카드,고정비
2024-08-02,맘스터치,20800,식비,토스공유카드1,변동비
2024-08-02,지하철,8300,교통,지역화폐,변동비
2024-08-02,SK주유소,17100,교통,토스공유카드1,변동비
2024-08-03,한전 전기요금,45300,전기요금,신한체크카드,고정비
2024-08-03,상하수도 요금,23500,공과금,신한체크카드,고정비
2024-08-03,버거킹,7800,식비,삼성카드,변동비
2024-08-03,맘스터치,4100,식비,롯데카드,변동비
2024-08-04,버거킹,14800,식비,토스공유카드1,변동비
2024-08-04,맘스터치,16200,식비,롯데카드,변동비
2024-08-04,CU 편의점,15000,식비,롯데카드,변동비
2024-08-04,SK주유소,5000,교통,신한체크카드,변동비
2024-08-05,아파트 관리비,268300,관리비,지역화폐,고정비
2024-08-05,주택담보대출 이자,399900,대출이자,신한체크카드,고정비
2024-08-05,배달의민족,3900,식비,토스공유카드1,변동비
2024-08-05,이마트,58100,마트,토스공유카드1,변동비
2024-08-06,배달의민족,26400,식비,삼성카드,변동비
2024-08-06,배달의민족,16800,식비,토스공유카드2,변동비
2024-08-07,배달의민족,500,식비,토스공유카드2,변동비
2024-08-07,김밥천국,7900,식비,토스공유카드1,변동비
2024-08-07,김밥천국,3300,식비,토스공유카드1,변동비
2024-08-08,배달의민족,18600,식비,삼성카드,변동비
2024-08-08,김밥천국,19600,식비,토스공유카드2,변동비
2024-08-08,롯데마트,500,마트,삼성카드,변동비
2024-08-10,김밥천국,3900,식비,토스공유카드2,변동비
2024-08-10,김밥천국,15100,식비,삼성카드,변동비
2024-08-10,롯데마트,88900,마트,토스공유카드1,변동비
2024-08-10,카카오 택시,8700,교통,지역화폐,변동비
2024-08-10,SK주유소,11800,교통,지역화폐,변동비
2024-08-11,김밥천국,3800,식비,토스공유카드2,변동비
2024-08-11,망원시장,20900,전통시장,지역화폐,변동비
2024-08-11,고속버스,6300,교통,신한체크카드,변동비
2024-08-11,카카오 택시,1600,교통,토스공유카드1,변동비
2024-08-12,롯데마트,68700,마트,롯데카드,변동비
2024-08-13,스타벅스,13500,식비,토스공유카드1,변동비
2024-08-13,투썸플레이스,18400,식비,토스공유카드1,변동비
2024-08-14,맘스터치,15300,식비,토스공유카드2,변동비
2024-08-14,시내버스,10000,교통,신한체크카드,변동비
2024-08-15,버거킹,14800,식비,토스공유카드1,변동비
2024-08-16,CU 편의점,10600,식비,삼성카드,변동비
2024-08-16,맘스터치,8600,식비,토스공유카드2,변동비
2024-08-17,배달의민족,500,식비,토스공유카드2,변동비
2024-08-17,BBQ 치킨,4700,식비,롯데카드,변동비
2024-08-17,BBQ 치킨,10000,식비,롯데카드,변동비
2024-08-18,김밥천국,21900,식비,토스공유카드1,변동비
2024-08-18,맘스터치,22500,식비,토스공유카드1,변동비
2024-08-18,경동시장,26600,전통시장,지역화폐,변동비
2024-08-19,CU 편의점,22500,식비,롯데카드,변동비
2024-08-19,배달의민족,15100,식비,토스공유카드2,변동비
2024-08-20,스타벅스,12200,식비,토스공유카드1,변동비
2024-08-20,김밥천국,17700,식비,토스공유카드2,변동비
2024-08-20,망원시장,17600,전통시장,토스공유카드2,변동비
2024-08-20,고속버스,6300,교통,신한체크카드,변동비
2024-08-21,고속버스,8200,교통,지역화폐,변동비
2024-08-22,CU 편의점,900,식비,토스공유카드1,변동비
2024-08-22,CU 편의점,14600,식비,토스공유카드2,변동비
2024-08-22,버거킹,15600,식비,삼성카드,변동비
2024-08-22,코스트코,77800,마트,롯데카드,변동비
2024-08-22,카카오 택시,9700,교통,지역화폐,변동비
2024-08-23,지하철,500,교통,지역화폐,변동비
2024-08-23,고속버스,12100,교통,신한체크카드,변동비
2024-08-24,스타벅스,2700,식비,삼성카드,변동비
2024-08-24,김밥천국,2400,식비,토스공유카드1,변동비
2024-08-24,배달의민족,6000,식비,토스공유카드1,변동비
2024-08-24,시내버스,11800,교통,신한체크카드,변동비
2024-08-25,스타벅스,2100,식비,토스공유카드2,변동비
2024-08-25,이마트,59900,마트,토스공유카드1,변동비
2024-08-26,스타벅스,17900,식비,토스공유카드1,변동비
2024-08-26,스타벅스,24800,식비,토스공유카드1,변동비
2024-08-26,홈플러스,34400,마트,토스공유카드1,변동비
2024-08-28,투썸플레이스,7600,식비,토스공유카드1,변동비
2024-08-28,스타벅스,9700,식비,삼성카드,변동비
2024-08-28,SK주유소,6500,교통,토스공유카드1,변동비
2024-08-29,CU 편의점,9500,식비,삼성카드,변동비
2024-08-29,스타벅스,4800,식비,토스공유카드1,변동비
2024-08-29,이마트,86200,마트,토스공유카드1,변동비
2024-08-29,고속버스,13300,교통,토스공유카드1,변동비
2024-08-30,맘스터치,14900,식비,토스공유카드2,변동비
2024-08-30,이마트,63400,마트,롯데카드,변동비
2024-08-30,카카오 택시,19300,교통,신한체크카드,변동비
2024-08-30,지하철,7700,교통,지역화폐,변동비
2024-08-31,맘스터치,18300,식비,롯데카드,변동비
2024-08-31,롯데마트,50800,마트,삼성카드,변동비
2024-08-31,고속버스,500,교통,신한체크카드,변동비
2024-09-01,관리실 주차비,35100,주거,신한체크카드,고정비
2024-09-01,카카오 택시,8900,교통,지역화폐,변동비
2024-09-01,고속버스,5100,교통,신한체크카드,변동비
2024-09-02,도시가스 요금,67300,가스요금,지역화폐,고정비
2024-09-02,상하수도 요금,26300,공과금,지역화폐,고정비
2024-09-02,BBQ 치킨,17400,식비,롯데카드,변동비
2024-09-03,한전 전기요금,83300,전기요금,지역화폐,고정비
2024-09-03,연세의원,50700,의료,신한체크카드,변동비
2024-09-03,배달의민족,19300,식비,롯데카드,변동비
2024-09-03,코스트코,89400,마트,토스공유카드1,변동비
2024-09-03,시내버스,800,교통,토스공유카드1,변동비
2024-09-04,아파트 관리비,264100,관리비,지역화폐,고정비
2024-09-04,주택담보대출 이자,427700,대출이자,신한체크카드,고정비
2024-09-04,BBQ 치킨,8600,식비,삼성카드,변동비
2024-09-04,경동시장,500,전통시장,지역화폐,변동비
2024-09-04,부모님 생신 선물,138700,경조사,롯데카드,변동비
2024-09-05,SKT 휴대폰,98300,통신비,신한체크카드,고정비
2024-09-05,교보문고,18600,문화/여가,롯데카드,변동비
2024-09-05,스타벅스,12800,식비,삼성카드,변동비
2024-09-05,김밥천국,14300,식비,토스공유카드2,변동비
2024-09-05,롯데마트,45900,마트,롯데카드,변동비
2024-09-05,고속버스,7600,교통,지역화폐,변동비
2024-09-06,고속버스,16800,교통,신한체크카드,변동비
2024-09-06,지하철,9300,교통,토스공유카드1,변동비
2024-09-07,맘스터치,3500,식비,토스공유카드2,변동비
2024-09-07,스타벅스,18600,식비,롯데카드,변동비
2024-09-08,CU 편의점,20500,식비,토스공유카드2,변동비
2024-09-08,SK주유소,11100,교통,지역화폐,변동비
2024-09-09,투썸플레이스,14300,식비,롯데카드,변동비
2024-09-09,투썸플레이스,17800,식비,삼성카드,변동비
2024-09-09,롯데마트,43700,마트,삼성카드,변동비
2024-09-10,버거킹,8000,식비,롯데카드,변동비
2024-09-10,김밥천국,25500,식비,삼성카드,변동비
2024-09-10,카카오 택시,7500,교통,토스공유카드1,변동비
2024-09-11,SK주유소,12100,교통,토스공유카드1,변동비
2024-09-12,배달의민족,8900,식비,토스공유카드1,변동비
2024-09-12,투썸플레이스,12600,식비,삼성카드,변동비
2024-09-12,시내버스,10700,교통,지역화폐,변동비
2024-09-13,BBQ 치킨,25400,식비,롯데카드,변동비
2024-09-14,투썸플레이스,10600,식비,롯데카드,변동비
2024-09-14,김밥천국,10300,식비,토스공유카드1,변동비
2024-09-14,SK주유소,4800,교통,지역화폐,변동비
2024-09-14,카카오 택시,6100,교통,토스공유카드1,변동비
2024-09-15,맘스터치,11500,식비,삼성카드,변동비
2024-09-15,김밥천국,19800,식비,삼성카드,변동비
2024-09-16,배달의민족,25100,식비,롯데카드,변동비
2024-09-17,김밥천국,500,식비,토스공유카드1,변동비
2024-09-17,버거킹,10400,식비,토스공유카드1,변동비
2024-09-18,BBQ 치킨,2300,식비,토스공유카드1,변동비
2024-09-18,지하철,23400,교통,신한체크카드,변동비
2024-09-19,버거킹,14200,식비,토스공유카드1,변동비
2024-09-20,CU 편의점,16500,식비,토스공유카드1,변동비
2024-09-21,카카오 택시,5600,교통,토스공유카드1,변동비
2024-09-22,롯데마트,77400,마트,삼성카드,변동비
2024-09-22,고속버스,8000,교통,토스공유카드1,변동비
2024-09-23,김밥천국,6900,식비,토스공유카드2,변동비
2024-09-23,CU 편의점,22200,식비,토스공유카드1,변동비
2024-09-23,스타벅스,20700,식비,삼성카드,변동비
2024-09-23,고속버스,1100,교통,지역화폐,변동비
2024-09-24,CU 편의점,10200,식비,삼성카드,변동비
2024-09-24,버거킹,8900,식비,토스공유카드2,변동비
2024-09-24,CU 편의점,6600,식비,토스공유카드2,변동비
2024-09-24,고속버스,11800,교통,토스공유카드1,변동비
2024-09-24,고속버스,15600,교통,토스공유카드1,변동비
2024-09-25,시내버스,11600,교통,지역화폐,변동비
2024-09-26,CU 편의점,5400,식비,토스공유카드2,변동비
2024-09-26,스타벅스,17900,식비,토스공유카드1,변동비
2024-09-26,스타벅스,14500,식비,삼성카드,변동비
2024-09-26,중앙시장,10600,전통시장,토스공유카드2,변동비
2024-09-27,스타벅스,1100,식비,롯데카드,변동비
2024-09-27,스타벅스,13800,식비,토스공유카드2,변동비
2024-09-27,SK주유소,12900,교통,토스공유카드1,변동비
2024-09-27,카카오 택시,8100,교통,지역화폐,변동비
2024-09-28,김밥천국,13600,식비,삼성카드,변동비
2024-09-28,김밥천국,13100,식비,토스공유카드1,변동비
2024-09-28,카카오 택시,11700,교통,신한체크카드,변동비
2024-09-29,BBQ 치킨,24300,식비,토스공유카드1,변동비
2024-09-29,투썸플레이스,30500,식비,토스공유카드1,변동비
2024-09-29,BBQ 치킨,500,식비,토스공유카드1,변동비
2024-09-29,SK주유소,10800,교통,지역화폐,변동비
2024-09-29,시내버스,8300,교통,토스공유카드1,변동비
2024-09-30,지하철,4000,교통,토스공유카드1,변동비
2024-10-01,한전 전기요금,65400,전기요금,신한체크카드,고정비
2024-10-01,SKT 휴대폰,90900,통신비,삼성카드,고정비
2024-10-01,올리브영,64000,의류/미용,롯데카드,변동비
2024-10-01,SK주유소,2900,교통,신한체크카드,변동비
2024-10-02,상하수도 요금,26100,공과금,지역화폐,고정비
2024-10-02,관리실 주차비,48600,주거,신한체크카드,고정비
2024-10-02,배달의민족,16500,식비,롯데카드,변동비
2024-10-02,SK주유소,9500,교통,토스공유카드1,변동비
2024-10-03,도시가스 요금,26200,가스요금,지역화폐,고정비
2024-10-04,약국,48500,의료,삼성카드,변동비
2024-10-04,유튜브 프리미엄,26500,문화/여가,롯데카드,변동비
2024-10-04,고속버스,7300,교통,신한체크카드,변동비
2024-10-04,카카오 택시,14500,교통,지역화폐,변동비
2024-10-05,아파트 관리비,280200,관리비,지역화폐,고정비
2024-10-05,주택담보대출 이자,412800,대출이자,신한체크카드,고정비
2024-10-05,SK주유소,9800,교통,지역화폐,변동비
2024-10-05,지하철,2500,교통,지역화폐,변동비
2024-10-06,배달의민족,26400,식비,롯데카드,변동비
2024-10-06,투썸플레이스,11400,식비,토스공유카드2,변동비
2024-10-07,CU 편의점,2300,식비,삼성카드,변동비
2024-10-07,SK주유소,2900,교통,지역화폐,변동비
2024-10-07,지하철,7700,교통,토스공유카드1,변동비
2024-10-08,김밥천국,19100,식비,토스공유카드1,변동비
2024-10-08,맘스터치,2700,식비,토스공유카드2,변동비
2024-10-08,고속버스,10600,교통,토스공유카드1,변동비
2024-10-09,SK주유소,9100,교통,신한체크카드,변동비
2024-10-09,카카오 택시,6800,교통,지역화폐,변동비
2024-10-10,버거킹,17700,식비,토스공유카드2,변동비
2024-10-10,고속버스,8900,교통,신한체크카드,변동비
2024-10-11,지하철,11300,교통,토스공유카드1,변동비
2024-10-11,고속버스,10500,교통,지역화폐,변동비
2024-10-12,버거킹,19900,식비,토스공유카드2,변동비
2024-10-12,CU 편의점,7300,식비,토스공유카드1,변동비
2024-10-12,카카오 택시,2800,교통,신한체크카드,변동비
2024-10-12,카카오 택시,5900,교통,토스공유카드1,변동비
2024-10-13,맘스터치,13300,식비,토스공유카드1,변동비
2024-10-13,고속버스,5200,교통,토스공유카드1,변동비
2024-10-14,맘스터치,17000,식비,삼성카드,변동비
2024-10-14,카카오 택시,8700,교통,토스공유카드1,변동비
2024-10-15,맘스터치,19300,식비,토스공유카드2,변동비
2024-10-16,배달의민족,10000,식비,롯데카드,변동비
2024-10-16,BBQ 치킨,4000,식비,삼성카드,변동비
2024-10-16,경동시장,25500,전통시장,토스공유카드2,변동비
2024-10-16,SK주유소,14200,교통,지역화폐,변동비
2024-10-16,고속버스,4800,교통,지역화폐,변동비
2024-10-17,스타벅스,21200,식비,토스공유카드1,변동비
2024-10-17,투썸플레이스,19200,식비,토스공유카드2,변동비
2024-10-17,카카오 택시,5100,교통,신한체크카드,변동비
2024-10-18,스타벅스,16800,식비,삼성카드,변동비
2024-10-18,카카오 택시,10800,교통,신한체크카드,변동비
2024-10-19,김밥천국,5600,식비,삼성카드,변동비
2024-10-19,김밥천국,8900,식비,토스공유카드1,변동비
2024-10-19,시내버스,5700,교통,토스공유카드1,변동비
2024-10-20,CU 편의점,10100,식비,토스공유카드2,변동비
2024-10-20,고속버스,1400,교통,신한체크카드,변동비
2024-10-21,투썸플레이스,16000,식비,롯데카드,변동비
2024-10-21,투썸플레이스,5000,식비,삼성카드,변동비
2024-10-21,이마트,70900,마트,롯데카드,변동비
2024-10-21,시내버스,14300,교통,지역화폐,변동비
2024-10-22,버거킹,15500,식비,토스공유카드1,변동비
2024-10-22,BBQ 치킨,21400,식비,롯데카드,변동비
2024-10-22,시내버스,7800,교통,지역화폐,변동비
2024-10-23,버거킹,4000,식비,롯데카드,변동비
2024-10-23,카카오 택시,9300,교통,토스공유카드1,변동비
2024-10-23,카카오 택시,7700,교통,지역화폐,변동비
2024-10-24,BBQ 치킨,20400,식비,토스공유카드1,변동비
2024-10-24,김밥천국,500,식비,삼성카드,변동비
2024-10-24,시내버스,14300,교통,지역화폐,변동비
2024-10-25,투썸플레이스,10300,식비,토스공유카드1,변동비
2024-10-25,카카오 택시,12500,교통,지역화폐,변동비
2024-10-26,고속버스,8200,교통,토스공유카드1,변동비
2024-10-27,CU 편의점,22800,식비,삼성카드,변동비
2024-10-27,시내버스,10800,교통,신한체크카드,변동비
2024-10-28,투썸플레이스,17100,식비,삼성카드,변동비
2024-10-29,BBQ 치킨,15700,식비,롯데카드,변동비
2024-10-29,맘스터치,9300,식비,삼성카드,변동비
2024-10-29,배달의민족,6400,식비,토스공유카드1,변동비
2024-10-30,버거킹,21300,식비,토스공유카드1,변동비
2024-10-30,카카오 택시,8700,교통,토스공유카드1,변동비
2024-10-31,맘스터치,17000,식비,롯데카드,변동비
2024-10-31,시내버스,7200,교통,토스공유카드1,변동비
2024-10-31,가족 여행 숙박,470900,문화/여가,롯데카드,변동비
2024-11-01,아파트 관리비,229700,관리비,신한체크카드,고정비
2024-11-01,한전 전기요금,65800,전기요금,지역화폐,고정비
2024-11-01,카카오 택시,14500,교통,지역화폐,변동비
2024-11-02,온라인 강의,192500,교육,삼성카드,변동비
2024-11-02,스타벅스,13500,식비,토스공유카드2,변동비
2024-11-03,도시가스 요금,70000,가스요금,신한체크카드,고정비
2024-11-03,CU 편의점,13500,식비,삼성카드,변동비
2024-11-03,투썸플레이스,24300,식비,삼성카드,변동비
2024-11-03,홈플러스,30700,마트,토스공유카드1,변동비
2024-11-04,상하수도 요금,24200,공과금,지역화폐,고정비
2024-11-04,교보문고,29800,문화/여가,삼성카드,변동비
2024-11-04,배달의민족,22700,식비,토스공유카드2,변동비
2024-11-04,경동시장,3300,전통시장,토스공유카드2,변동비
2024-11-05,KT 인터넷+TV,96700,통신비,삼성카드,고정비
2024-11-05,주택담보대출 이자,421500,대출이자,신한체크카드,고정비
2024-11-05,연세의원,27500,의료,삼성카드,변동비
2024-11-05,BBQ 치킨,19300,식비,삼성카드,변동비
2024-11-05,맘스터치,11000,식비,토스공유카드1,변동비
2024-11-06,버거킹,11600,식비,토스공유카드1,변동비
2024-11-07,김밥천국,9200,식비,토스공유카드2,변동비
2024-11-07,카카오 택시,11200,교통,신한체크카드,변동비
2024-11-08,BBQ 치킨,7600,식비,롯데카드,변동비
2024-11-08,스타벅스,11200,식비,토스공유카드1,변동비
2024-11-08,카카오 택시,6700,교통,토스공유카드1,변동비
2024-11-09,맘스터치,10900,식비,롯데카드,변동비
2024-11-09,투썸플레이스,500,식비,삼성카드,변동비
2024-11-09,고속버스,1200,교통,신한체크카드,변동비
2024-11-10,버거킹,15100,식비,삼성카드,변동비
2024-11-10,고속버스,10900,교통,토스공유카드1,변동비
2024-11-11,스타벅스,13300,식비,토스공유카드2,변동비
2024-11-11,스타벅스,20300,식비,삼성카드,변동비
2024-11-11,시내버스,16800,교통,신한체크카드,변동비
2024-11-12,버거킹,11600,식비,삼성카드,변동비
2024-11-12,SK주유소,8900,교통,지역화폐,변동비
2024-11-13,카카오 택시,9600,교통,토스공유카드1,변동비
2024-11-13,고속버스,5300,교통,지역화폐,변동비
2024-11-14,투썸플레이스,6200,식비,롯데카드,변동비
2024-11-14,고속버스,12400,교통,신한체크카드,변동비
2024-11-14,카카오 택시,9500,교통,신한체크카드,변동비
2024-11-15,배달의민족,7100,식비,삼성카드,변동비
2024-11-15,BBQ 치킨,14400,식비,토스공유카드1,변동비
2024-11-15,지하철,9400,교통,토스공유카드1,변동비
2024-11-16,CU 편의점,11500,식비,토스공유카드2,변동비
2024-11-16,SK주유소,3500,교통,지역화폐,변동비
2024-11-17,스타벅스,9300,식비,롯데카드,변동비
2024-11-17,부모님 생신 선물,101900,경조사,삼성카드,변동비
2024-11-18,투썸플레이스,11200,식비,롯데카드,변동비
2024-11-18,버거킹,17600,식비,토스공유카드2,변동비
2024-11-18,BBQ 치킨,11400,식비,삼성카드,변동비
2024-11-19,스타벅스,7000,식비,삼성카드,변동비
2024-11-19,고속버스,4700,교통,지역화폐,변동비
2024-11-20,투썸플레이스,13900,식비,토스공유카드2,변동비
2024-11-21,배달의민족,13900,식비,롯데카드,변동비
2024-11-21,맘스터치,9300,식비,롯데카드,변동비
2024-11-21,투썸플레이스,13400,식비,토스공유카드2,변동비
2024-11-21,중앙시장,24300,전통시장,토스공유카드2,변동비
2024-11-21,고속버스,15100,교통,지역화폐,변동비
2024-11-22,버거킹,8000,식비,롯데카드,변동비
2024-11-22,시내버스,8400,교통,지역화폐,변동비
2024-11-23,배달의민족,9900,식비,롯데카드,변동비
2024-11-23,투썸플레이스,11400,식비,삼성카드,변동비
2024-11-23,시내버스,3300,교통,신한체크카드,변동비
2024-11-24,투썸플레이스,17200,식비,토스공유카드1,변동비
2024-11-24,버거킹,20000,식비,삼성카드,변동비
2024-11-24,카카오 택시,7800,교통,토스공유카드1,변동비
2024-11-25,버거킹,22200,식비,토스공유카드2,변동비
2024-11-25,시내버스,7600,교통,신한체크카드,변동비
2024-11-26,스타벅스,19700,식비,토스공유카드1,변동비
2024-11-26,배달의민족,17900,식비,삼성카드,변동비
2024-11-26,시내버스,2700,교통,지역화폐,변동비
2024-11-26,지하철,9000,교통,신한체크카드,변동비
2024-11-27,맘스터치,4300,식비,토스공유카드2,변동비
2024-11-27,고속버스,3900,교통,지역화폐,변동비
2024-11-28,스타벅스,8200,식비,삼성카드,변동비
